Type,Menu,Menu group,"Item, open item",Size modifier,"Modifiers, special requests",Sales Category,Item tags,Deferred,Qty sold,Avg. price,Avg. item price (not incl. mods),Gross sales,Discount amount,Refund amount,Void amount,Net sales,Tax,Waste count,Waste amount
menuItem,All Day Menu,Pizzas,Classic Cheese Pizza,,,,[],false,249.0,18.45,0.00,4594.75,0.0,0.0,18.99,4594.75,379.09,0.0,0.0
menuItem,All Day Menu,Pizzas,Alfredo Cheese Pizza,,,,[],false,69.0,17.88,0.00,1233.94,0.0,0.0,0.0,1233.94,101.84,0.0,0.0
menuItem,All Day Menu,Pizzas,4Cheez with Hot Honey,,,,[],false,165.0,19.76,0.00,3259.67,0.0,0.0,17.99,3259.67,268.65,0.0,0.0
menuItem,All Day Menu,Pizzas,Naga Habanero Mushroom,,,,[],false,44.0,20.01,0.00,880.44,0.0,0.0,0.0,880.44,72.54,0.0,0.0
menuItem,All Day Menu,Pizzas,Spicy Naga Mushroom,,,,[],false,11.0,19.53,0.00,214.85,0.0,0.0,0.0,214.85,17.69,0.0,0.0
menuItem,All Day Menu,Pizzas,Garlic Ghee Mushroom,,,,[],false,171.0,18.77,0.00,3209.63,0.0,0.0,0.0,3209.63,264.58,0.0,0.0
menuItem,All Day Menu,Pizzas,Pepper Lovers,,,,[],false,1.0,18.98,0.00,18.98,0.0,0.0,0.0,18.98,1.57,0.0,0.0
menuItem,All Day Menu,Pizzas,Veggie Pizza,,,,[],false,95.0,19.10,0.00,1814.64,0.0,0.0,0.0,1814.64,149.6,0.0,0.0
menuItem,All Day Menu,Pizzas,Naga Habanero Chicken,,,,[],false,282.0,22.52,0.00,6350.46,0.0,0.0,0.0,6350.46,523.89,0.0,0.0
menuItem,All Day Menu,Pizzas,Spicy Naga Chicken,,,,[],false,209.0,21.20,0.00,4431.5,0.0,0.0,0.0,4431.5,365.54,0.0,0.0
menuItem,All Day Menu,Pizzas,Alfredo Chicken,,,,[],false,76.0,20.55,0.00,1561.95,0.0,0.0,0.0,1561.95,128.96,0.0,0.0
menuItem,All Day Menu,Pizzas,Chicken Bianca,,,,[],false,20.0,19.04,0.00,380.76,0.0,0.0,0.0,380.76,31.37,0.0,0.0
menuItem,All Day Menu,Pizzas,Naga Habanero Balachao,,,,[],false,21.0,17.85,0.00,374.77,0.0,0.0,0.0,374.77,30.91,0.0,0.0
menuItem,All Day Menu,Pizzas,Spicy Naga Balachao,,,,[],false,12.0,16.82,0.00,201.86,0.0,0.0,0.0,201.86,16.66,0.0,0.0
menuItem,All Day Menu,Pizzas,Beef Pepperoni,,,,[],false,526.0,19.50,0.00,10258.24,0.0,0.0,41.97,10258.24,845.58,0.0,0.0
menuItem,All Day Menu,Pizzas,Bengali Beef Pesto (Contains Nuts),,,,[],false,108.0,25.08,0.00,2708.8,0.0,0.0,0.0,2708.8,223.62,0.0,0.0
menuItem,All Day Menu,Pizzas,Jhura Beef Pesto (contains Pine & Cashew Nuts),,,,[],false,88.0,24.65,0.00,2169.0,0.0,0.0,23.99,2169.0,179.17,0.0,0.0
menuItem,All Day Menu,Pizzas,Meatlovers Pizza,,,,[],false,405.0,23.05,0.00,9333.83,0.0,0.0,0.0,9333.83,769.74,0.0,0.0
menuItem,All Day Menu,Pizzas,Customized Pizza,,,,[],false,72.0,22.12,0.00,1592.41,0.0,0.0,22.96,1592.41,131.38,0.0,0.0
menuItem,All Day Menu,Pizzas,Beef Taco Pizza,,,,[],false,102.0,22.15,0.00,2258.94,0.0,0.0,0.0,2258.94,186.35,0.0,0.0
menuItem,All Day Menu,Pizzas,Taco Pizza,,,,[],false,4.0,22.74,0.00,90.95,0.0,0.0,0.0,90.95,7.5,0.0,0.0
menuItem,All Day Menu,Pizzas,Harissa Chicken,,,,[],false,188.0,21.96,0.00,4128.91,0.0,0.0,20.99,4128.91,340.66,0.0,0.0
menuItem,All Day Menu,Pizzas,Naga Habanero Paneer,,,,[],false,67.0,21.72,0.00,1455.0,0.0,0.0,0.0,1455.0,120.12,0.0,0.0
menuItem,All Day Menu,Pizzas,Garlic Artichoke,,,,[],false,4.0,20.24,0.00,80.95,0.0,0.0,0.0,80.95,6.69,0.0,0.0
menuItem,All Day Menu,Pizzas,Korean BBQ,,,,[],false,26.0,23.41,0.00,608.73,0.0,0.0,0.0,608.73,50.28,0.0,0.0
